label	tokenized_title_okt
2	말컹 도움 경남 서울 승리 인천
6	그래픽 국내 은행 부실 채권 현황
6	카드 캐피탈 일본 빌리다 수치 통화 스와프 계약
4	대북 소식통 김정은 탑승 추정 열차 단둥 통과 속보
5	대통령 남방 정책 궤도 리기 중동 외교 변화
5	황영철 전국 군구 미세먼지 측정 장치 전무
5	대통령 김정은 정권 무모하다 증명 자멸 재촉
5	이해찬 철도 공동 조사 내주 시작 남북관계 크다 변화
5	남북정상회담 기념 참석 이낙연 총리
0	금액 아프리카 금액 활용 방안 논의
4	러시아 영토분쟁 쿠릴 해역 사격 훈련 예고 항의
3	축사 자유 한국 민경욱 대변인
0	텔레콤 스마트 폴더 단독 출시 출고 금액
5	여야 금액 자료 제출 계속 합의 파기 적반하장
5	북한 권법 핵심 기구 이사 추천 지연 출범
2	빅리그 복귀 서두르다 강정호 트리플 서다 결승
4	이란 이란 관계 개선 조처
5	북한 날씨 평양 최저 기온
6	게시판 증권 기관 투자자 테크 투자 포럼
0	유혹 라즈베리 입다 출시
2	울산 금액 무승부 이동국 경기
4	브라질 중앙은행 경제 회복 시기 불투명 경제활동 기대 이하
6	그래픽 부실 채권 규모 비율 추이
0	항암제 관여 유전자 발견 치료법 개발 기대
2	사사구 남발 브리 김하성 호수비 덕분
1	신간 마음 다루다 수업
0	거치다 페이스북 성장 수치 매출 수치 사용자 수치
6	건설 중동 수주 대감 동반 상승
1	클래식 합창 진수 맛보다 서울시 합창단 모차르트 해석
2	점포 살아나다 점차 승리
3	대낮 만취 운전자 전진 후진 주차 차량 들이다 받다 파손
0	테크 갤러리 개다 기술 인프라 공유
1	드림씨어터 부산 너머 아시아 뮤지컬 중심
5	대통령 회담 무용 제기 동시 압박
2	여자 축구 허정 감독 다음 월드컵 목표 우승
4	손님 불편 경찰관 쫓아내다 스타벅스 논란 일자 사과
0	한국판 알파 만들다 인공 지능 연구소 건립
6	종부세 인상 부동산 전문가 기적 거래 위축 불가피
1	오늘밤 중부지방 최대 폭우 이번 계속
1	포근하다 성탄 연휴 스키장 겨울 축제 나들이 북적
2	여자배구 세터 때문 부상 악재 주전 공백 가슴
3	인천 기자회견 사용 기준 강화 시민단체 반발
4	아베 총리 면적 인간 비유 중일관계 낙관 힘들다
2	커리 돌파 시즌 기록
0	장소 세포 공간 감각 인지
2	여자배구 국가대표팀 이재영 발탁 진천선수촌 소집
6	쌍용 정보 통신 관리종목 지정
4	당국 브렉 시트 의약품 공급 차질 우려
5	송민순 핵실험 독자 무장 무력 행사 테이블
2	우리은행 김정은 부천 적다 거의
5	정미 판문점 선언 이행 국회 결의 채택
6	시장 군수 제천 삼척 속도 조기 개통
6	성남 분당 대구 수성구 분양 관리
6	게시판 중앙회 노랗다 우산 공제 누적 가입
5	금액 희룡 박다 모임 출범 공개 세우다 비판
5	오세훈 한국 복당 전당대회 판도 출렁
2	추신수 오클랜드 타수 안타 삼진 주춤
0	애플 배포 통해 증강현실 본격
4	에티오피아 총리 수단 방문 야권 협상 중재 시도
0	콘텐츠 펀드 조성 전문 채널 활성화
3	인천 남동 공단 펌프 공장 여분 진화
2	배구 대표팀 소집 올림픽 예선 기간 리그
2	프로농구 정규 리그 두경민 신인상 안영준
0	개다 정식 출시일 개통 따르다 풍속
2	월드컵 태극전사 진출 실패 아쉬움 품다 귀국
1	먼지 공습 걷히다 경기 전역 미세먼지 주의보 해제
1	제주도 산지 대설주의보 해제 오름
1	코젤렉 개념 사전 추다
5	금액 유철 투톱 갈등 반박 협상 변화 보고 안해
4	이스라엘 예루살렘 인근 팔레스타인 마을 새벽 기습 철거
6	제일기획 분기 영업 이익 금액 수치 증가
6	한화 분기 영업 손실 적자 전환
1	신간 노르웨이 나무 당신 보통 맞추다 드리다
1	금액 금액 축제
4	산케이 초등 교과서 엉뚱하다 사진 싣다 징용 설명
1	화천 토마토 축제 성황리 폐막 폭염 찾다
2	구자철 풀타임 아우 크스 프랑크푸르트 꺾다 연승
6	금액 카드 캐피털 사도 시범 운영
5	민주 대위 체제 바람 몰이 백의종군
2	연승 두산 우승 매직 넘버 늘다
1	가다 연휴 못내 아쉽다 전국 관광지 축제 들썩들썩
2	주장 기성용 경기 선수 소집 이렇게 실패하다
5	대통령 개헌안 발의 국회 시간 싸움 돌입
5	대회 매체 대회 개최 소식 대적 보도
2	크리스 데이비스 연속 타수 안타 신기록
5	김무성 사드 배치 생존 적극 연구
0	네이버 카카오 청소년 유해 검색어 통합 적용
6	금융 안정 무게 두다 금통위 매파 목소리 커지다
2	황희 빠지다 잘츠부르크 유로파리그 경기 무패 행진
3	김영환 인천 일보 신임 사장
0	이통 고객 유치 과열 개통 판매점 금액 웃돈
0	자녀 위치 실시간 확인 미니 마블 블랙 출시
4	시리아 서부 정부 반군 상호 포격 최소 사망
0	세기 대국 허사 비스 이세돌 압박 알파 실수
2	박용택 역대 경기 안타 달성
5	본회의 입장 문재인 대통령
4	파리 지하철 노숙자 다투다 산성 물질 뿌리 달아나다
5	회견 들어서다 홍준표 지사
6	두산 자회사 아이피 홀딩스 흡수 합병 결정
4	이스라엘 네타냐후 총선 하루 앞두다 서안 합병 언급
3	충남 중등 교사 합격자 여성
0	차세대 반도체 소재 광학 소자 개발
4	프랑스 북한 탄도미사일 발사 규탄
5	금액 국민 부르다 해당 고민 사구분
4	아베노믹스 핵심 아마 사임 아베 정권 타격 불가피
6	그래픽 코스피 코스닥 추이
4	시진핑 무역 전쟁 상하이 협력 기구 금액 단합 촉구
0	삼성 디스플레이 갤럭시 중국 공개
2	한국 여자배구 전력 변화 보령 시리즈 출격
3	인천 경찰청 해넘이 맞이 행사 특별 교통 관리 시행
6	쌍용차 판매 년비 수치 기다 추석 연휴 영향
5	김정은 추석 사릉 조화 고위 간부 참배
1	싱가포르 변하다 중국 관건 법치 실현
6	국채 금리 반등 유럽 크다
4	비노 패밀리 보스 살해 청년 트럼프 방해 자다
3	기자 협회 국제 교류 재단 인도네시아 자단 초청
0	과총 대통령 금액 맡다 국가 과학기술 혁신 신설
1	광주 전남 한파 주의보 서해안 대설 예비 특보
0	게시판 여성 기인 센터 서울 창조경제 센터 창업 경진 대회 참가 모집
6	중소기업 수치 기업 경영 공동 협업 사업 필요
2	류현진 삼진 적지 장점 많다 입하
6	분기 영업 수치 과열 수익 압박 전망
1	대구 경북 자다 들다 열대야 흐리다 장맛비
5	엘리트 잇다 탈북 김정은 체제 동요 하나
3	아르헨 축구선수 살라 태운 경비행기 실종 생존 가능성 희박
4	사우디 예멘 반군 공습 드론 공격 대응
6	코스피 약세 코스닥 보합
2	위기 클리블랜드 이번 대패
5	김연 남북관계 아직 협력 공간 금강산 비판 분석
1	제주 전국 많다 곳곳 천둥 번개
1	경기 북부 눈길 조심하다 고양
1	문체부 개도국 관광 정책 수출 박차
2	김요 이강주 오다 계약 실패 다음 시즌 뛰다
0	효성 네이버 구글 인터넷 생태계 협력 강화하다
0	올림픽 유튜브 평창 최고 인기 종목 하키
2	본인 채찍 손흥민 차다
6	뛰다 금액 달러 환율 하루 금액 급락
0	금액 심해 잠수정 깜짝 놀라다 기술 프로젝트 가지
3	태국 열리다 참전용사 후손 비다 캠프
2	권창훈 풀타임 디종 개막전 마르세유 완패
6	코디 상장폐지 위기 최종 상폐 여부 결정
5	김무성 새누리당 대통령 탄핵 발의 앞장서다 속보
3	게시판 언론 진흥 재단 언론 표현 자유 개헌 세미나
0	싫어지다 사진 지우다 하나요 인스타 비공개 기능 추가
6	그래픽 현대 기아차 실적 흐리다
2	이재영 만장일치 흥국생명 통합 우승
3	불길 소방관
4	혼돈 이라크 총리 사퇴 대통령 사의
6	국민은행 기보 금액 특별출연
5	민주 대통령 스스로 유엔안보리 결의 위반 인정
2	프로농구 현대 모비스 꺾다 단독 수성 헤인즈
0	사람과 로봇 컬링 대결
6	태림 포장 영업 금액 수치 증가
0	세계 최고 효율 태양전지 성능 높이다 기술 개발
2	여자배구 인삼 염혜선 이영 한수지 트레이드 합의
4	스타벅스 슐츠 대선 출마 시사 민주당 집중 포화
1	한국어 마카오 관광 가이드북 나오다
0	클리 스마트 지금 빠르다 필요하다
0	게시판 카카오 게임 배틀 라운드 예약 행사
6	국고 금리 일제 하락 년물 수치
5	김종인 정치 혼란 극복 경제 해결 제시
2	박주호 도르트문트 챔스리그 명단 제외 명단
2	반기 홈런왕 놓다 뜨겁다 삼파전 수위타자 양의지
4	대선 기선 잡기 민주 잠룡들 트럼프 비상 사태 선봉
6	대한항공 영업 이익 금액 수치 증가
5	대통령 이르다 이철성 경찰청장 내정자 임명
2	신영석 복귀 현대 캐피탈 한국전력 설욕 탈환
1	베스트셀러 스님 독주 일본 컨설턴트 도전
0	삼성 갤럭시 도킹 통해 쓴다
5	순진 합참의장 도발 체제 흔들리다 정도 응징
5	박영선 재벌 개혁 싸우다 대기업 면담 비판
6	개인 사업자 대출 가계부채 금액 집중 점검
1	전국 맑다 교차 크다 지역 안개 주의
4	스페인 총선 종료 극우 정당 금액 진출
4	아베 돼지 징크스 발목 개헌 발의 유지 실패
2	축구 대표팀 이근호 월드컵 간다 무릎 부상 진단
4	부부 해롭다 같다 시간 차로 마감
4	이란 우라늄 농축 농도 수치 상향 합의 한도 이상 수준
0	구진 브레인 이니셔티브 연구 참여
1	광주 전남 최고 후텁 지근 소나기 찔끔
6	캠코 채무 조정 성실 상환 노후 주택 보수 금액
5	평화 분당 신중 모드 물밑선 총선 겨냥 짜다 주시
2	리페 나경 합작 우리카드 역전승 단독
0	변화 이용 압력 센서 개발 건축물 구조 변화 감지
5	탄핵 가결 박근혜 대통령 탄핵 일지
0	당신 잠들다 구글 늘다 학습 시작
1	날씨 중부 무더위 남부 제주도 장마전선 영향
2	보스턴 월드컵 챔피언 시작 꼬이다 백악관 방문
1	가정 북부 오다 봄꽃 단장
5	김종대 금액 정의당 심상정 후보 비서실
4	유엔 사무 총장 태평양 핵실험 방사 유출 우려
6	증시 상품 미래에셋 대우 해외 주식 포함 판매
1	데이비드 호크 전시 간담
2	맨유 스토크시티 무승부 개막 무패 행진
2	승부조작 제안 뿌리치다 프로축구 이한샘 상금 금액
1	미세먼지 살짝 옅다 매우 나쁘다 예상
2	아시안 게임 여자농구 코리아 인니 완파 대회
1	베스트셀러 유튜버 박막 에세이 인기
0	실리콘 대체 자성 메모리 기술 국내 개발
2	그레인키 앞세우다 휴스턴 워싱턴 꺾다 연패
5	대통령 여야 대표 개별 면담
0	유방암 몸속 전이 조절 물질 새롭다 발견
6	유가 상승 주춤 수입 물가 상승세 꺾다 수치 오르다
4	일왕 즉위 보다 모이다 시민
2	기적 작전 타임 최태웅 감독 차다 승리 모든
5	민주 안보 챙기다 박차 판문점 찾다 평화 생존 문제
6	국민연금 리테일 수치 보유
0	금액 바이오 마커 기술이전
4	베트남 극심하다 가뭄 가축 죽음 농업 피해 금액
1	여행 제주 바다 물놀이 해보다 야간 해수욕장 환상
6	그래픽 주택 거래 현황
0	게시판 천연물 산업화 국제 심포지엄
4	검찰 스마트폰 게임 유저 위치 정보 영장 활용 들통
2	김연경 득점 여자배구 강호 브라질 누르다 연승
6	코스피 상승세 마감
0	보이다
1	경기 북부 영하 추위 등산 발걸음 멈칫
3	신화통신 받다
4	호주 신문 먹다 발행 언론 탄압 항의
2	이재영 챔프 우승 도전 박정아 우승
2	김연경 시바 챔프 차다 패배 시리즈
2	김태형 두산 감독 린드블럼 마인드 좋다 투수
4	레바논 헤즈볼라 이스라엘 미사일 발사 이스라엘 포격 대응
2	한국 도로공사 현대 건설 완파 정규 시즌 우승 승점
2	진짜 모이다 챔스 강전 명문 구단 진검 승부
1	날씨 전국 구름 많다 더위 계속 제주도
5	망명 영호 베테 외교관 금수 출신 서유럽
0	한컴 지능 전시 안내 로봇 공개
0	한국 후보 기술 의향 발표 국제 표준 주도 경쟁 가속
4	국제 유가 밉다 정상회담 경계 심리 수치
1	미술 소식 김성윤 갤러리 현대 개인
4	러시아 여객기 납치 시도 소동 취한 남성 아프간 가다
0	인공 지능 년내 선진국 잡다 전문 인력 양성
5	정진석 금액 겸직 문제 조만간 결단
1	초상화 만난 역사
4	청소년 중독 비판 전자담배 사퇴
2	슈퍼매치 역대 최소 관중 입장
6	신흥 주식 채권 펀드 유입 전환
2	아시안 게임 체육회 코리아 하우스 여자농구 단일 합동
6	농업 산업혁명 스마트폰 하나로 농장 관리
1	게시판 롯데 월드 어드벤처 개장 맞이 여름 축제
2	린드블럼 포수 박세혁 좋다 리드 수비 덕분
3	전북 경찰 언론 통제 의혹 전북 기자 협회 민주 행태 비판
5	대통령 국책 금액 여력 선제 확충 양적완화
4	폴란드 나토 화웨이 장비 배제 여부 공동 입장 정해
1	고드름
4	요르단 유명 관광지 흉기 난동 외국인 부상
2	버튼 넣다 자유투 부족 경기 혼자 훈련
0	알뜰폰 이름 사라지다 링크 브랜드 명칭 제외
5	규약 핵보유국 명시 안해 김정은 위대하다 령도자
6	특징 하이닉스 실적 개선 전망 오르다
4	엘살바도르 대통령 우린 이웃 달라 이민 줄이다 노력
6	코스피 상승 출발 조세 등락
2	돌아오다 김단비 득점 신한은행 연패 탈출
2	풋볼 타지 아시안 게임 남자 축구 금메달 포토 행사
4	홍콩 인접 선전 경찰 신규 채용 홍콩 금액 수도
0	정보보호 영상 감시 결합 인포섹 통합 플랫폼 개발
1	금액 사랑 속삭이다 첼로 판소리 재즈 무대
6	인베스트먼트 투자 회사 금액 출자
5	대통령 모레 총재 악수
5	국기 경례 대통령 독립운동가 후손
5	성형 시술 마취 크림 구매 보도 상처 마취
4	훔치다 아들 유골 돌려주다 끓다 부모 호소 울다 버리다 도둑
2	황금 장갑 이대호 루수 받다
0	미리 보다 보다 빠르다 개봉 박두
6	금투 한국전력 실적 감소 목표
2	프로농구 개막 챔프 티켓 양보
0	금액 랜섬 웨어 예방 암호 기술 연구 착수
1	신간 크립 애셋 화폐 혁명
2	재계약 마야 김희진 생각나다
0	현대 중공업 기반 로봇 스마트 팩토리 설비 공동 개발
4	터키 사우디 석유 시설 공격 예멘 반군 비판
6	상상 분기 영업 금액 수치 증가
0	흥분 시냅스 금액 규명 자폐 연구 실마리
4	포르투갈 그리스 체류 난민 천명 데려가다
5	대통령 한일관계 역사 직시 미래 지향 관계
5	지방선거 수도권 승부 가르다
0	예약 구매 늘다 남성 여성
5	여권 청문회 검토 착수 대통령 거부권 길트
6	최고 금리 수치 안전 대출 접수 시작
6	삼성 중공업 금액 규모 드릴 계약 해지
1	년생 김지영 밀리언셀러
0	유플러스 악성코드 유해 사이트 차단 서비스 제공
0	기계 가볍다 편안하다 발목 로봇 의족 개발
2	여자농구 우리은행 마지막 경기도 승리 장식
4	이란 국민 미국 여행 말르다 권고
4	터키 이란 정상회담 개최 시리아 해법 논의
4	르포 반정부 시위 레바논 홍콩 못지않다 싸우다
5	금액 파행 송구 김성태 사위 가동 국회 정상화
0	악재 뚫다 아이폰 한국 상륙 팔다
5	평화 당권 물밑 경쟁 시작 정동영 유성엽
2	손흥민 한국인 최초 시즌 위컴 상대 멀티골
4	베네수엘라 공항 금괴 러시아
4	도로 기다리다 태국 반려견 주인 극적 재회
0	글로벌 히트 게임 배틀 라운드 정식 출시 시작
4	브렉 시트 따르다 독일 급부 두다 과연 옳다 논란
4	도전 니카라과 대통령 부통령 후보 부인 지명
6	노터스 한국 비엔 코스닥 상장 예비 심사 신청
1	전국 봄비 내리다 쌀쌀 짙다 안개 미세먼지 주의
1	신간 블록 체인 혁명 남자 고독사
4	즉위 소감 밝히다 나루히토 일왕
0	비트코인 사상 최악 랜섬 웨어 키우다
1	건축물 미술 작품 심의 통과 하락 미술 부글부글
6	유진 투자 부동산 안정화 대책 간접 투자 시장 활성화 기대
2	표적 등판 성공 박세진 넥센 상대로 이닝
3	게시판 언론 진흥 재단 저널리즘 영화제
1	중형 태풍 탈림 북상 제주 비바람 중부 쾌청
4	드론 오히려 위기 완화 역할
4	홍콩 문혁 기념 거리 행진 뉴욕 반성 사진전
4	이스라엘 총선 우파 진영 네타냐후 총리 가능성 커지다
5	여야 외교 기밀 누설 일제 우려 효상 엄중 책임 물어
6	거래소 엘비세미콘 주가 급등 조회 공시 요구
1	날씨 중부지방 달구다 대지 적다 기온
2	로버츠 감독 올스타전 선발 류현진 한국인 최초
4	예산 모자라 시리아 난민 어린이 학교 신세
4	집권 시르다 수단 대통령 군부 쿠데타 축출
5	과거 상임 청문회 무엇 달라지다
1	순창 옥천 미술관 외국인 작가 대전 개최
4	아이패드 좋아하다 뉴질랜드 테러 최연 희생
2	지소연 여자 챔피언스리그 차다 풀타임
3	방송 독립 시민행동 모든 공영 방송 사진 부적 격자 포함
4	대사 베트남 외교 장관 면담 북미 정상회담 논의 주목
0	주문 잠그다 화면 해제 기능 공개
0	배터리 수명 기다 상위 삼성 뽑히다
1	희다 뿌옇다 하늘 수도권 충청 미세먼지 나쁘다
1	신간 촛불 운동 보다
5	민주 이재명 징계 일단 유보 안팎 논란 잠재
4	프랑스 유대인 혐오범죄 수치 급증
0	이스트소프트 기업 데이터 백업 솔루션 개인 무료 제공
5	해임 대통령 결단 촉구
0	삼성 일본 도쿄올림픽 기념 갤럭시 에디 출시
0	정부 프린터 보안 서비스 집중 육성
1	습관 노예 벗어나다 주인 살아가다
5	안철수 당사자 국민 사과 금액 정치 인생 돌아보다
6	월세 전환 늘어나다 주거 부담 역대 최고
0	에릭슨 장비 모듈 시연
5	안철수 드루 사건 금액 댓글 사건 훨씬 여론조작
4	관영 매체 무장경찰 차량 홍콩 접경 선전 집결
6	증권사 부동산 채무 보증 급증 경기 악화 건전성 부담
4	터키 의회 리비아 안보 군사 협정 비준
0	네이버 지체 장애인 스피커 금액 이용권 전달
0	국내 투자 수치 증가 그치다
5	현장 영상 회담 당일 똑같이 본격 정상회담 모드 돌입
1	래야 진정하다 축제 열흘 불다 모으다 보은 대추 축제
2	니퍼트 피어 밴드 누가 에이스 자존심 시너지
6	머큐리 미래에셋 베다 투자 개사 코스닥 상장 예심 신청
2	지단 케인 완성 선수 극찬 입설 미래 모르다
0	한국 로켓 난관 해결 열리다 시험 발사 목표
5	평양 교통 단속 등장 주민 감시 악용 소지
6	금액 안전 운영 비리 예방 투명 경영 계획 마련
6	스팍스 운용 케이 간다 연내
5	대통령 진실하다 사람 국민 나라 걱정 사람
0	탑재 공기 갤럭시 이통 사서 판다
5	민주 불공정 논란 청년 비례 공천 작업 중단 김종인 지시
4	중국 외교부 부장 인도 대사 발탁 무역 전쟁 인도 이기
1	신간 페미니스트
4	민주 콩고 동부 무장 세력 공격 민간인 사망
6	현대 캐피탈 중고차 가격 보장 전기차 전용 리스 출시
2	동안 고맙다 류현진 다저스 작별 인사
2	프로축구 인천 갈다 바쁘다 대구 발목 잡고 꼴찌 탈출
2	다이노스 신축 구장 마산 명칭 놓다 갑론
0	카카오 게임 아이돌 육성 게임 앙상블 스타즈 출시
2	아시안 게임 여자농구 단일 스포츠 통합
4	같다 멕시코 여성 연봉 남성 절반
1	조명 독립선언서 민족 대표
1	데이 식스 카드 서머소닉 출연
6	상반기 금액 등록 통한 자금 조달 금액 수치 증가
4	이란 부품 공급 중수로 대화 중단
0	나노 로봇 약물 전달 재료 패치 입자 대량생산 열리다
0	프로야구 서비스 개시
5	행안부 재난 관리 기관 상황 담당 합동 찬회
5	대통령 남북정상회담 많다 합의 생각 안해
0	갤럭시 덱스 금액 최적화 오피스 출시
1	게시판 교보 문고 독서 클럽 금액 모집
6	빗나가다 부정 아버지 짜다 부산 항만 공사 입찰 담합
6	그래픽 정부 서울 아파트 들썩
1	젊다 성악가 들어가다 한국 가곡
1	외면 알다 일제강점기 미술사
2	유로파 우승하다 맨유 테러 희생 뛰다
2	최진수 트리플 더블 활약 오리온 인삼공사 잡고 연패 탈출
5	대통령 강인하다 늠름하다 장병 무한 신뢰
5	고위 정청 수급 안정 농업 진흥 지역 해제 방안 추진 속보
2	류현진 시즌 통산 눈앞
4	사우디 축구 대표팀 이례 팔레스타인 지역 경기
4	밉다 주류 언론 부와 권력 집중 타파 샌더스
5	김정은 함북 수해 지역 방문 부엌 가구 전달
1	신간 손바닥 문학상 수상 작품집
5	대통령 월드컵 봅슬레이 스켈레톤 선수 축전
3	노조 사장 근로기준법 위반 고소
6	발언 운규 장관
0	중고 스마트폰 보상 혜택 연장
4	터키 미국 베네수엘라 제재 반발
0	전력 소모 무전 메모리 가능성 규명
5	중도 금액 대선 겨냥 외연 넓히다
5	반미투쟁 선동 자주권 해시 불소 나기
5	김연 미사일 발사 군사 합의 위반 해석 여지
6	현대 모비스 미래 기술 집중 매출 금액 달성
0	네이버 투자 선호 스타트업 배달 물류 서비스
4	잠적 외교관 조성 어디 비밀 장소 은신 망명
2	사이클링 히트 기록 달성 로하스
4	꽁치 연중 조업 허용 북태평양 어획 경쟁 가열 전망
6	서울 아파트 전세 재계약 금액 올려주다
4	밉다 무역 전쟁 미국 피해 크다 평가
6	유일호 주택 과잉 공급 택지 공급 축소 분양 보증 심사 강화
2	박병호 귀국 친정 넥센 복귀
2	지난해 많이 선수 호날두 금액 수입 포브스
0	최첨단 연구 인프라 본격 가동 복합 연구 속도
0	비브랩스 삼성 빅스 시리 알렉사 뛰어넘다
5	총리 추경 민생 예산 천억 국회 빨리 처리
2	박지성 아픔 딛다 소년 축구 대회 개최
2	인천 경기 무패 이끌다 고사 리그 라운드
2	다저스 구장 금액 들이다 모델링 팩스 동상 건립
2	박지성 맨유 유니폼 입다 캐릭 자선경기 출전
1	회고록 써다 보기 작가 모방 쓰다 배우다 다양하다 방식
4	터키 쿠데타 연루 경찰관 체포
3	사장 해임 불복 소송 효력 정지 신청
5	우상호 정부 무능 여당 컨트롤 타워 기능 상실
2	현대 건설 정규 리그 기준 연패 이번 시즌
6	금성 테크 지에스 파트너 의하다 파산신청 거래 정지
0	개다 부진 삼성 스마트폰 분기 주춤 영업
0	갤럭시 견제 나선 빨간색 아이폰 전격 출시
0	토성 탐사선 카시니 여정 마치 우주 산화
0	이주 뉴스 워드 인도네시아 정상회담 국회 연설
1	날씨 전국 흐리다 서울 경기
1	신간 걱정 말다 언제
2	커리 완판남 연속 유니폼 판매량
3	경기 소식 경기도 행복 마을 만들기 경연 선정
2	우즈베크 골키퍼 조현우 베다 감독 스타일 적응하다
2	휴스턴 클리퍼스 꺾다 연승 질주
5	한미정상 비핵화 단계 긴밀 공조 통상 놓다
6	대기업 상당수 스마트 팩토리 도입 한국 구축 필요
6	기업 지난해 신용등급 하락 하락 우세 지속
2	프로배구 삼성 화재 외국인 선수 교체 이탈리아 산탄 젤로
4	경제 연대 강화 합의 영향력 확대 견제 의도
0	산업혁명 기술 블록 체인 양자 통신 수준 하위
3	시각장애 학생 디자이너 대전 학교 광고 대상 은상 영예
2	프로축구 포항 수비 미드필더 이후권
2	월드컵 스웨덴 스리 장현수 김영권 고정
3	맺힌 국가 풀다 달라
1	베스트셀러 모든 순간 연속
6	금액 금융 보안 사이버 위험 금융 신뢰
4	퇴진 수단 시르다 대통령 쿠데타 집권 독재자
1	신간 성서 어떻다 읽다
6	코스피 브렉 시트 우려 엔화 출렁 후퇴
5	대북 소식통 북한 식당 나머지 금액 기자
6	평화 홀딩스 영업 수치 증가 금액 현금 배당
6	상사 분기 연결 영업 금액 수치
1	기다리다 추위 금액 스키장 개장 준비 분주
5	존재 잃다 정의당 차별 의제 발굴 미흡
0	게시판 한국 워크숍
6	그래픽 기준금리 수치 동결
6	이마트 분기 영업 금액 수치 감소
3	기자 숙명여고 사태 밝히다 인경 기자
2	해결사 양효진 시즌 개인 현대 건설 선두 도약
6	금융 그룹 상반기 실적 잔치 이자 장사 금액 벌다
4	밉다 공화 큰손 공식 후보 여전하다 트럼프 거리 두기
3	손석희 다루다 당신 페이크 시청률 수치 엇갈리다 반응
1	추석 황금 연휴 코앞 아두 좋다 여행 경비 절약 꿀팁
5	홍준표 바닥 민심 우리 오다 지방선거 돌풍 나타나다
0	다음 카페 출시 메인 화면 개편
2	다저스 득점 역전승 연전 강행
4	이라크 자국 쿠르드족 발포 터키 강력 항의
1	기록 불볕 더위 막바지 충북 폭염 특보 일만 해제
0	네이버 서비스
1	곱다 시인 로마 재단 국제 인상 수상
4	금액 독극물 주사 남친 살해 간호사 사형선고
3	조선일보 장자연 사건 외압 허위 법적 대응
0	방통위 풍선 인터넷 방송 금액 상한 검토
0	자율 주행 사업 박차 솔루션 업체 업무 협약
5	민주 공범 인정 탄핵 요건 성립 대통령 소환 조사해
6	중국 주도 이슬람 최대 개발 은행 오다 손잡다
1	공지영 정치 격변 위안 주다 문학 필요하다
1	신간 경쟁 법칙
6	분기 연결 영업 금액 수치
5	정의 여야 금액 대표 만찬 추경 처리 시기 논의
5	핵실험 국회 외통 핵실험 규탄 결의 의결
6	게시판 현대 백화점 그룹 순직 소방관 유가족 금액 전달
6	삼정 오픈 뱅킹 금융 산업 지형 바꾸다
1	대통령 비다 사진 교학사 사과문
0	플로 데이터 출시 월간 금액
6	노조 서민 홀리 가짜 화폐 빨리 경고 대응 촉구
2	남양주 운동장 축구장 아마추어 경기 적합
1	신간 아기 궁금하다 넷플릭스 시대
5	대통령 도발 제거 남북 협력 점화
4	이란 대통령 외교 병진 성공 확률 수치 협상
0	배터리 구동 종이접기 로봇
0	네이버 자율 주행 미래 기술 조직 독립
2	소니 그레이 양키스 슬라이더 강요 망치다
6	게시판 키우다 증권 채권 수시 모주 우대
1	신간 우리 보내다 기다 버튼 터치 하트
3	부산 지하철 파업
4	이란 걸프 해역 외국 유조선 억류 경유 밀수
2	연승 두산 금액 때리다 느낌 들다
1	흐리다 오락가락 유명 해수욕장 인파
2	토론토 휴스턴 승리 연승 저지
2	김주성 은퇴 투어 시작 선물 아시안 게임 금메달 기념품
5	대통령 적폐 청산 정부 방침 따르다 하위 불이익
6	삼화 페인트 공업 연결 영업 금액 수치
5	정의당 체포 의안 부결 추악하다 동료 감싸다
1	여행 제주 돌하르방 한라봉 태어나다 전통 축제
0	미국 공개 행사
4	금액 장남 소환 트럼프 공화 금액 대표 걱정 말다
6	산업 은행 사회 가치 만들다 스타트업 금액 금액
1	신간 트렌드
5	여야 은산 분리 완화 처리 합의 한도 수치 가닥
5	대통령 스위스 대통령 정상회담
1	날씨 충남 전라 제주 계속 한파 이어지다
2	주저앉다 다저스 커쇼 믿다 힘드다 연속 타자 피홈런
3	산불 재민 구호 물품 공급
0	평창올림픽 중계 훼손 부랴부랴 금액 복구
6	증권 가구 증가 편의점 수혜 예상
4	이란 외무 장관 제재 해제 협상 활짝 열리다
0	세기 대국 인간 같다 알파 쓸다 하나
6	현대 기아차 충돌 대비 에어백 세계 최초 개발
0	소니 베젤 리스 대열 합류 엑스페리아 공개
6	애경 산업 분기 영업 금액 수치 증가
2	시즌 준비 류현진 서울 팬미팅
5	청와대 을지연습 중단 가능하다 질문 열다 두다
6	세방 보통주 주다 금액 현금 배당 결정
0	플랑크톤 헤엄 치다 소형 로봇 해류 연구 가능
0	정밀 번역 연봉 산출 척척 빅데이터 변화 씨앗
4	이란 대통령 제재 협상 트럼프 변덕 대화 난관
6	아래 털썩
4	의존 크다 인권 인권 홍콩 시위 아이콘 환대
6	코스피 사자 상승 코스닥 내주다
1	만화 치장 유쾌하다 슈퍼 이면 이야기 보다 달라
3	문무 검찰총장 고려대 정보 대학 석좌교수 임용
0	금액 전화 금액 표시 서비스
4	돌아오다 롬니 트럼프 작심 비판 전세계 불안하다
2	아자르 멀티골 선두 첼시 맨시티 승리
1	소방청장 폭염 관련 소방 교육 훈련 기관 현장 점검
2	캐릭 맨유 계약 연장 제안 시즌 은퇴 고려
2	오다 루니 라카 제트 이적 데뷔골 존재 증명
1	서해 짙다 안개 항로 여객선 운항 대기
1	대구 호우 주의보 발령
